name;id;results;time;error;timestamps;timestampsMin;timestampsMax;httpRequests;restarts
interactive-discover-1;0;6;18749;false;14457 14486 14516 17003 18888 19732;14457 14486 14516 17003 18888 19732;14457 14486 14516 17003 18888 19732;127;0
interactive-discover-1;1;4;7533;false;7320 8099 8099 8100;7320 8099 8099 8100;7320 8099 8099 8100;19;0
interactive-discover-1;2;1;7335;false;7335;7335;7335;16;0
interactive-discover-1;3;14;17932;false;9422 9686 9686 9800 11949 11974 12095 12116 12135 12150 12153 12170 14228 17931;9422 9686 9686 9800 11949 11974 12095 12116 12135 12150 12153 12170 14228 17931;9422 9686 9686 9800 11949 11974 12095 12116 12135 12150 12153 12170 14228 17931;223;0
interactive-discover-1;4;8;18199;false;14743 15224 15971 16207 16211 16222 16239 19053;14743 15224 15971 16207 16211 16222 16239 19053;14743 15224 15971 16207 16211 16222 16239 19053;122;0
interactive-discover-2;0;66;23212;false;11142 12485 12516 12552 12581 12588 12686 13151 13180 13210 13351 13454 14311 14349 14383 14420 14453 14461 14488 14522 14649 16766 16802 16836 16868 16877 16912 17011 17011 17693 18827 19396 20107 20138 20194 20269 20318 21091 21130 23134 23137 23139 23174 23175 23175 23176 23177 23177 23177 23178 23178 23178 23179 23179 23179 23179 23180 23180 23180 23209 23209 23210 23210 23210 23210 23211;11142 12485 12516 12552 12581 12588 12686 13151 13180 13210 13351 13454 14311 14349 14383 14420 14453 14461 14488 14522 14649 16766 16802 16836 16868 16877 16912 17011 17011 17693 18827 19396 20107 20138 20194 20269 20318 21091 21130 23134 23137 23139 23174 23175 23175 23176 23177 23177 23177 23178 23178 23178 23179 23179 23179 23179 23180 23180 23180 23209 23209 23210 23210 23210 23210 23211;11142 12485 12516 12552 12581 12588 12686 13151 13180 13210 13351 13454 14311 14349 14383 14420 14453 14461 14488 14522 14649 16766 16802 16836 16868 16877 16912 17011 17011 17693 18827 19396 20107 20138 20194 20269 20318 21091 21130 23134 23137 23139 23174 23175 23175 23176 23177 23177 23177 23178 23178 23178 23179 23179 23179 23179 23180 23180 23180 23209 23209 23210 23210 23210 23210 23211;128;0
interactive-discover-2;1;46;7756;false;8035 8037 8058 8066 8074 8093 8096 8104 8106 8109 8112 8119 8122 8124 8127 8131 8138 8139 8140 8142 8142 8143 8144 8144 8144 8145 8146 8147 8147 8147 8148 8148 8150 8150 8150 8151 8151 8151 8152 8152 8153 8153 8153 8154 8154 8199;8035 8037 8058 8066 8074 8093 8096 8104 8106 8109 8112 8119 8122 8124 8127 8131 8138 8139 8140 8142 8142 8143 8144 8144 8144 8145 8146 8147 8147 8147 8148 8148 8150 8150 8150 8151 8151 8151 8152 8152 8153 8153 8153 8154 8154 8199;8035 8037 8058 8066 8074 8093 8096 8104 8106 8109 8112 8119 8122 8124 8127 8131 8138 8139 8140 8142 8142 8143 8144 8144 8144 8145 8146 8147 8147 8147 8148 8148 8150 8150 8150 8151 8151 8151 8152 8152 8153 8153 8153 8154 8154 8199;20;0
interactive-discover-2;2;32;7622;false;7893 7894 7896 7899 7900 7901 7901 7903 7903 7904 7905 7906 7908 7910 7911 7912 7913 7913 7915 7916 7917 7918 7920 7921 7924 7925 7925 7925 7925 7926 7926 7926;7893 7894 7896 7899 7900 7901 7901 7903 7903 7904 7905 7906 7908 7910 7911 7912 7913 7913 7915 7916 7917 7918 7920 7921 7924 7925 7925 7925 7925 7926 7926 7926;7893 7894 7896 7899 7900 7901 7901 7903 7903 7904 7905 7906 7908 7910 7911 7912 7913 7913 7915 7916 7917 7918 7920 7921 7924 7925 7925 7925 7925 7926 7926 7926;17;0
interactive-discover-2;3;198;23183;false;10181 10271 10324 11053 11109 11131 12363 12413 12467 12523 12540 12620 12682 12736 12813 12871 12886 12952 13011 13056 13130 13220 13289 13351 13603 13645 13684 13696 13744 13789 13836 13887 14151 14282 14301 14360 14426 14482 14533 14546 14637 14690 14781 14869 15186 15278 15293 15348 15418 15532 15598 15658 15716 15963 15963 16074 16074 16200 16200 16325 16325 16461 16461 16636 16637 16951 16951 17041 17041 17154 17154 17267 17267 17348 17348 17487 17514 17611 17700 17824 17861 17927 17982 18015 18090 18186 18378 18765 18820 18875 18913 18923 18955 19010 19051 19076 19085 19111 19125 19176 19241 19264 19421 19421 19524 19525 19617 19617 19771 19771 19829 19839 20042 20084 20135 20180 20285 20295 20392 20447 20829 20897 20972 21062 21094 21148 21197 21384 21436 21533 21619 21689 21755 21778 21833 21891 21924 22027 22371 22505 22542 22572 22581 22610 22652 22717 22733 22742 22756 22765 22775 22780 22783 22784 22785 22788 22832 22859 22949 23005 23026 23044 23060 23085 23087 23138 23143 23150 23157 23158 23160 23161 23162 23163 23163 23164 23164 23165 23166 23167 23167 23168 23170 23172 23173 23176 23177 23177 23178 23178 23178 23179 23179 23179 23179 23179 23180 23182;10181 10271 10324 11053 11109 11131 12363 12413 12467 12523 12540 12620 12682 12736 12813 12871 12886 12952 13011 13056 13130 13220 13289 13351 13603 13645 13684 13696 13744 13789 13836 13887 14151 14282 14301 14360 14426 14482 14533 14546 14637 14690 14781 14869 15186 15278 15293 15348 15418 15532 15598 15658 15716 15963 15963 16074 16074 16200 16200 16325 16325 16461 16461 16636 16637 16951 16951 17041 17041 17154 17154 17267 17267 17348 17348 17487 17514 17611 17700 17824 17861 17927 17982 18015 18090 18186 18378 18765 18820 18875 18913 18923 18955 19010 19051 19076 19085 19111 19125 19176 19241 19264 19421 19421 19524 19525 19617 19617 19771 19771 19829 19839 20042 20084 20135 20180 20285 20295 20392 20447 20829 20897 20972 21062 21094 21148 21197 21384 21436 21533 21619 21689 21755 21778 21833 21891 21924 22027 22371 22505 22542 22572 22581 22610 22652 22717 22733 22742 22756 22765 22775 22780 22783 22784 22785 22788 22832 22859 22949 23005 23026 23044 23060 23085 23087 23138 23143 23150 23157 23158 23160 23161 23162 23163 23163 23164 23164 23165 23166 23167 23167 23168 23170 23172 23173 23176 23177 23177 23178 23178 23178 23179 23179 23179 23179 23179 23180 23182;10181 10271 10324 11053 11109 11131 12363 12413 12467 12523 12540 12620 12682 12736 12813 12871 12886 12952 13011 13056 13130 13220 13289 13351 13603 13645 13684 13696 13744 13789 13836 13887 14151 14282 14301 14360 14426 14482 14533 14546 14637 14690 14781 14869 15186 15278 15293 15348 15418 15532 15598 15658 15716 15963 15963 16074 16074 16200 16200 16325 16325 16461 16461 16636 16637 16951 16951 17041 17041 17154 17154 17267 17267 17348 17348 17487 17514 17611 17700 17824 17861 17927 17982 18015 18090 18186 18378 18765 18820 18875 18913 18923 18955 19010 19051 19076 19085 19111 19125 19176 19241 19264 19421 19421 19524 19525 19617 19617 19771 19771 19829 19839 20042 20084 20135 20180 20285 20295 20392 20447 20829 20897 20972 21062 21094 21148 21197 21384 21436 21533 21619 21689 21755 21778 21833 21891 21924 22027 22371 22505 22542 22572 22581 22610 22652 22717 22733 22742 22756 22765 22775 22780 22783 22784 22785 22788 22832 22859 22949 23005 23026 23044 23060 23085 23087 23138 23143 23150 23157 23158 23160 23161 23162 23163 23163 23164 23164 23165 23166 23167 23167 23168 23170 23172 23173 23176 23177 23177 23178 23178 23178 23179 23179 23179 23179 23179 23180 23182;224;0
interactive-discover-2;4;98;22598;false;13161 13192 13285 13401 13440 13477 13490 13527 13558 13583 13607 13648 13793 13806 13853 13921 14009 14121 14170 14191 14222 14291 14419 14451 14475 14507 14550 14581 14609 14631 14637 14651 14784 16376 17101 17133 17168 17199 17230 17505 18000 18585 18619 18649 18808 18846 18854 18892 18924 18954 18984 19011 19057 19094 19140 19213 19510 19679 19715 19751 19788 19797 19836 19864 19889 19916 19969 20500 21754 21791 22625 22626 22627 23145 23375 23406 23444 23569 23601 23608 23637 23661 23756 23784 23820 23828 23862 23889 23920 23949 23981 23990 24005 24029 24071 24092 24213 24214;13161 13192 13285 13401 13440 13477 13490 13527 13558 13583 13607 13648 13793 13806 13853 13921 14009 14121 14170 14191 14222 14291 14419 14451 14475 14507 14550 14581 14609 14631 14637 14651 14784 16376 17101 17133 17168 17199 17230 17505 18000 18585 18619 18649 18808 18846 18854 18892 18924 18954 18984 19011 19057 19094 19140 19213 19510 19679 19715 19751 19788 19797 19836 19864 19889 19916 19969 20500 21754 21791 22625 22626 22627 23145 23375 23406 23444 23569 23601 23608 23637 23661 23756 23784 23820 23828 23862 23889 23920 23949 23981 23990 24005 24029 24071 24092 24213 24214;13161 13192 13285 13401 13440 13477 13490 13527 13558 13583 13607 13648 13793 13806 13853 13921 14009 14121 14170 14191 14222 14291 14419 14451 14475 14507 14550 14581 14609 14631 14637 14651 14784 16376 17101 17133 17168 17199 17230 17505 18000 18585 18619 18649 18808 18846 18854 18892 18924 18954 18984 19011 19057 19094 19140 19213 19510 19679 19715 19751 19788 19797 19836 19864 19889 19916 19969 20500 21754 21791 22625 22626 22627 23145 23375 23406 23444 23569 23601 23608 23637 23661 23756 23784 23820 23828 23862 23889 23920 23949 23981 23990 24005 24029 24071 24092 24213 24214;123;0
