name;id;results;time;error;timestamps;timestampsMin;timestampsMax;httpRequests;restarts
interactive-discover-1;0;6;20304;false;13989 14017 15000 15804 17368 20304;13989 14017 15000 15804 17368 20304;13989 14017 15000 15804 17368 20304;127;1
interactive-discover-1;1;4;6915;false;7420 7426 7439 8061;7420 7426 7439 8061;7420 7426 7439 8061;19;1
interactive-discover-1;2;1;7018;false;7190;7190;7190;16;1
interactive-discover-1;3;14;17022;false;9768 9857 9954 10042 10115 11334 12249 12257 12270 12289 12294 12314 12340 17351;9768 9857 9954 10042 10115 11334 12249 12257 12270 12289 12294 12314 12340 17351;9768 9857 9954 10042 10115 11334 12249 12257 12270 12289 12294 12314 12340 17351;223;1
interactive-discover-1;4;8;17840;false;13246 14012 15739 16586 16613 16664 16664 18244;13246 14012 15739 16586 16613 16664 16664 18244;13246 14012 15739 16586 16613 16664 16664 18244;122;1
interactive-discover-2;0;66;22010;false;11017 11030 11087 11185 11425 11577 11577 13488 14155 14863 14888 15229 15873 15904 15935 15966 16002 16033 16081 16118 16145 16182 16213 16221 16250 17525 18278 18338 18375 18409 18419 18454 18558 18558 18591 18591 19130 19157 20408 21993 21994 21995 21995 21996 21996 21996 21997 21997 21997 21998 21998 21999 21999 21999 22000 22000 22000 22001 22001 22001 22002 22002 22002 22006 22006 22009;11017 11030 11087 11185 11425 11577 11577 13488 14155 14863 14888 15229 15873 15904 15935 15966 16002 16033 16081 16118 16145 16182 16213 16221 16250 17525 18278 18338 18375 18409 18419 18454 18558 18558 18591 18591 19130 19157 20408 21993 21994 21995 21995 21996 21996 21996 21997 21997 21997 21998 21998 21999 21999 21999 22000 22000 22000 22001 22001 22001 22002 22002 22002 22006 22006 22009;11017 11030 11087 11185 11425 11577 11577 13488 14155 14863 14888 15229 15873 15904 15935 15966 16002 16033 16081 16118 16145 16182 16213 16221 16250 17525 18278 18338 18375 18409 18419 18454 18558 18558 18591 18591 19130 19157 20408 21993 21994 21995 21995 21996 21996 21996 21997 21997 21997 21998 21998 21999 21999 21999 22000 22000 22000 22001 22001 22001 22002 22002 22002 22006 22006 22009;128;1
interactive-discover-2;1;46;8250;false;7796 7797 7799 7801 7805 7805 7812 7813 7814 7816 7817 7819 7820 7821 7826 7828 7829 7833 7839 7839 7841 7843 7844 7844 7845 7845 7846 7846 7847 7847 7854 7854 7856 7856 7857 7857 7858 7858 7860 7860 7861 7861 7863 7863 7865 8250;7796 7797 7799 7801 7805 7805 7812 7813 7814 7816 7817 7819 7820 7821 7826 7828 7829 7833 7839 7839 7841 7843 7844 7844 7845 7845 7846 7846 7847 7847 7854 7854 7856 7856 7857 7857 7858 7858 7860 7860 7861 7861 7863 7863 7865 8250;7796 7797 7799 7801 7805 7805 7812 7813 7814 7816 7817 7819 7820 7821 7826 7828 7829 7833 7839 7839 7841 7843 7844 7844 7845 7845 7846 7846 7847 7847 7854 7854 7856 7856 7857 7857 7858 7858 7860 7860 7861 7861 7863 7863 7865 8250;20;1
interactive-discover-2;2;32;7760;false;7738 7739 7739 7741 7741 7742 7743 7745 7745 7745 7746 7747 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7757 7757 7758 7758 7758 7758 7758 7760;7738 7739 7739 7741 7741 7742 7743 7745 7745 7745 7746 7747 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7757 7757 7758 7758 7758 7758 7758 7760;7738 7739 7739 7741 7741 7742 7743 7745 7745 7745 7746 7747 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7755 7757 7757 7758 7758 7758 7758 7758 7760;17;1
interactive-discover-2;3;198;21796;false;11270 11340 11364 11446 11515 11593 11666 11725 11747 11805 11879 12037 12097 12517 12675 12675 12978 13140 13140 13312 13312 13375 13375 13634 13678 13730 14292 14357 14379 14448 14513 14576 14649 14722 14816 14881 14940 15165 15219 15319 15339 15427 15515 15604 15649 15700 15712 15791 15876 15929 15975 16009 16021 16082 16151 16192 16226 16236 16257 16300 16330 16351 16371 16459 16587 16622 18108 18239 18401 19248 19312 19377 19393 19463 19663 19663 19803 19803 20004 20004 20199 20199 20400 20400 20532 20836 20899 20960 21023 21042 21089 21129 21179 21235 21273 21311 21322 21353 21425 21521 21583 21604 21650 21670 21719 21805 21827 21858 21885 21921 21975 21988 22087 22112 22133 22166 22171 22251 22344 22364 22381 22396 22400 22425 22432 22437 22441 22443 22454 22471 22476 22480 22482 22488 22493 22500 22501 22507 22510 22513 22517 22518 22521 22524 22526 22527 22531 22532 22534 22536 22536 22540 22542 22542 22543 22544 22544 22546 22546 22549 22549 22551 22553 22553 22556 22557 22559 22559 22560 22561 22561 22562 22563 22564 22564 22565 22565 22565 22565 22566 22566 22566 22566 22567 22567 22567 22567 22568 22568 22568 22569 22569 22569 22569 22570 22570 22570 22571;11270 11340 11364 11446 11515 11593 11666 11725 11747 11805 11879 12037 12097 12517 12675 12675 12978 13140 13140 13312 13312 13375 13375 13634 13678 13730 14292 14357 14379 14448 14513 14576 14649 14722 14816 14881 14940 15165 15219 15319 15339 15427 15515 15604 15649 15700 15712 15791 15876 15929 15975 16009 16021 16082 16151 16192 16226 16236 16257 16300 16330 16351 16371 16459 16587 16622 18108 18239 18401 19248 19312 19377 19393 19463 19663 19663 19803 19803 20004 20004 20199 20199 20400 20400 20532 20836 20899 20960 21023 21042 21089 21129 21179 21235 21273 21311 21322 21353 21425 21521 21583 21604 21650 21670 21719 21805 21827 21858 21885 21921 21975 21988 22087 22112 22133 22166 22171 22251 22344 22364 22381 22396 22400 22425 22432 22437 22441 22443 22454 22471 22476 22480 22482 22488 22493 22500 22501 22507 22510 22513 22517 22518 22521 22524 22526 22527 22531 22532 22534 22536 22536 22540 22542 22542 22543 22544 22544 22546 22546 22549 22549 22551 22553 22553 22556 22557 22559 22559 22560 22561 22561 22562 22563 22564 22564 22565 22565 22565 22565 22566 22566 22566 22566 22567 22567 22567 22567 22568 22568 22568 22569 22569 22569 22569 22570 22570 22570 22571;11270 11340 11364 11446 11515 11593 11666 11725 11747 11805 11879 12037 12097 12517 12675 12675 12978 13140 13140 13312 13312 13375 13375 13634 13678 13730 14292 14357 14379 14448 14513 14576 14649 14722 14816 14881 14940 15165 15219 15319 15339 15427 15515 15604 15649 15700 15712 15791 15876 15929 15975 16009 16021 16082 16151 16192 16226 16236 16257 16300 16330 16351 16371 16459 16587 16622 18108 18239 18401 19248 19312 19377 19393 19463 19663 19663 19803 19803 20004 20004 20199 20199 20400 20400 20532 20836 20899 20960 21023 21042 21089 21129 21179 21235 21273 21311 21322 21353 21425 21521 21583 21604 21650 21670 21719 21805 21827 21858 21885 21921 21975 21988 22087 22112 22133 22166 22171 22251 22344 22364 22381 22396 22400 22425 22432 22437 22441 22443 22454 22471 22476 22480 22482 22488 22493 22500 22501 22507 22510 22513 22517 22518 22521 22524 22526 22527 22531 22532 22534 22536 22536 22540 22542 22542 22543 22544 22544 22546 22546 22549 22549 22551 22553 22553 22556 22557 22559 22559 22560 22561 22561 22562 22563 22564 22564 22565 22565 22565 22565 22566 22566 22566 22566 22567 22567 22567 22567 22568 22568 22568 22569 22569 22569 22569 22570 22570 22570 22571;224;1
interactive-discover-2;4;98;21343;false;12576 12608 12639 12683 12703 12762 13144 13171 13198 13205 13628 14776 14805 14817 14918 15252 15304 15357 15430 15446 15487 15512 15542 15574 16731 17359 17389 17422 17447 17471 17489 17493 17505 17517 17528 17537 17539 17546 17552 17555 17571 17572 17575 17581 17585 17587 17655 17779 17818 17836 17857 17895 17927 17931 17970 17980 18036 18580 20341 20414 20528 20569 20602 20611 20648 20689 20740 20778 20883 20963 21012 21374 21374 21375 21375 21741 21742 21742 21743 21743 21744 21744 21745 21746 21746 21746 21747 21749 21749 21749 21749 21749 21750 21750 21751 21752 21752 21756;12576 12608 12639 12683 12703 12762 13144 13171 13198 13205 13628 14776 14805 14817 14918 15252 15304 15357 15430 15446 15487 15512 15542 15574 16731 17359 17389 17422 17447 17471 17489 17493 17505 17517 17528 17537 17539 17546 17552 17555 17571 17572 17575 17581 17585 17587 17655 17779 17818 17836 17857 17895 17927 17931 17970 17980 18036 18580 20341 20414 20528 20569 20602 20611 20648 20689 20740 20778 20883 20963 21012 21374 21374 21375 21375 21741 21742 21742 21743 21743 21744 21744 21745 21746 21746 21746 21747 21749 21749 21749 21749 21749 21750 21750 21751 21752 21752 21756;12576 12608 12639 12683 12703 12762 13144 13171 13198 13205 13628 14776 14805 14817 14918 15252 15304 15357 15430 15446 15487 15512 15542 15574 16731 17359 17389 17422 17447 17471 17489 17493 17505 17517 17528 17537 17539 17546 17552 17555 17571 17572 17575 17581 17585 17587 17655 17779 17818 17836 17857 17895 17927 17931 17970 17980 18036 18580 20341 20414 20528 20569 20602 20611 20648 20689 20740 20778 20883 20963 21012 21374 21374 21375 21375 21741 21742 21742 21743 21743 21744 21744 21745 21746 21746 21746 21747 21749 21749 21749 21749 21749 21750 21750 21751 21752 21752 21756;123;1
