name;id;error;time;timeout;results;resultsMin;resultsMax;timestamps;timestampsMin;timestampsMax;httpRequests;restarts
interactive-discover-1;0;false;11071.25;false;6;6;6;9887 9917 9945 9964 9968 11202;9887 9917 9945 9964 9968 11202;9887 9917 9945 9964 9968 11202;127;1
interactive-discover-1;1;false;7585.25;false;4;4;4;7093 8295 8295 8296;7093 8295 8295 8296;7093 8295 8295 8296;19;0
interactive-discover-1;2;false;7685.875;false;1;1;1;8225;8225;8225;16;0
interactive-discover-1;3;false;19311.25;false;14;14;14;7890 7890 7921 7971 8014 8931 10322 10377 10390 10446 10501 10535 10763 19583;7890 7890 7921 7971 8014 8931 10322 10377 10390 10446 10501 10535 10763 19583;7890 7890 7921 7971 8014 8931 10322 10377 10390 10446 10501 10535 10763 19583;223;1
interactive-discover-1;4;false;11661;false;8;8;8;10995 11019 11026 11643 11647 11657 11664 11709;10995 11019 11026 11643 11647 11657 11664 11709;10995 11019 11026 11643 11647 11657 11664 11709;122;1
interactive-discover-2;0;false;14766.375;false;66;66;66;10183 10250 10280 10320 10359 10383 10392 10418 10446 10484 10518 10528 10558 10603 10632 10663 10699 10729 10736 10763 10808 10841 10878 10889 10929 10943 10969 10990 11018 11023 11042 11076 11128 11153 11212 11221 11241 11286 11323 11382 11491 11628 11688 11717 11764 11834 11903 11935 11964 11989 12038 12083 12086 12091 12097 12099 12101 14631 14632 14632 14635 14635 21404 21404 21404 21405;10183 10250 10280 10320 10359 10383 10392 10418 10446 10484 10518 10528 10558 10603 10632 10663 10699 10729 10736 10763 10808 10841 10878 10889 10929 10943 10969 10990 11018 11023 11042 11076 11128 11153 11212 11221 11241 11286 11323 11382 11491 11628 11688 11717 11764 11834 11903 11935 11964 11989 12038 12083 12086 12091 12097 12099 12101 14631 14632 14632 14635 14635 21404 21404 21404 21405;10183 10250 10280 10320 10359 10383 10392 10418 10446 10484 10518 10528 10558 10603 10632 10663 10699 10729 10736 10763 10808 10841 10878 10889 10929 10943 10969 10990 11018 11023 11042 11076 11128 11153 11212 11221 11241 11286 11323 11382 11491 11628 11688 11717 11764 11834 11903 11935 11964 11989 12038 12083 12086 12091 12097 12099 12101 14631 14632 14632 14635 14635 21404 21404 21404 21405;128;1
interactive-discover-2;1;false;7483.875;false;46;46;46;6984 7011 7027 7043 7046 7061 7081 7099 7126 7133 7168 7202 7235 7260 7268 7270 7281 7290 7297 7298 7314 7324 7329 7344 7346 7359 7362 7371 7375 7376 7381 7389 7392 7394 7397 7407 7409 7410 7412 7412 7413 7414 7415 7416 7425 7589;6984 7011 7027 7043 7046 7061 7081 7099 7126 7133 7168 7202 7235 7260 7268 7270 7281 7290 7297 7298 7314 7324 7329 7344 7346 7359 7362 7371 7375 7376 7381 7389 7392 7394 7397 7407 7409 7410 7412 7412 7413 7414 7415 7416 7425 7589;6984 7011 7027 7043 7046 7061 7081 7099 7126 7133 7168 7202 7235 7260 7268 7270 7281 7290 7297 7298 7314 7324 7329 7344 7346 7359 7362 7371 7375 7376 7381 7389 7392 7394 7397 7407 7409 7410 7412 7412 7413 7414 7415 7416 7425 7589;20;0
interactive-discover-2;2;false;7465.625;false;32;32;32;7473 7503 7530 7546 7561 7611 7611 7647 7647 7668 7668 7678 7678 7695 7695 7716 7716 7728 7728 7749 7749 7776 7776 7793 7793 7814 7814 7817 7817 7817 7817 7821;7473 7503 7530 7546 7561 7611 7611 7647 7647 7668 7668 7678 7678 7695 7695 7716 7716 7728 7728 7749 7749 7776 7776 7793 7793 7814 7814 7817 7817 7817 7817 7821;7473 7503 7530 7546 7561 7611 7611 7647 7647 7668 7668 7678 7678 7695 7695 7716 7716 7728 7728 7749 7749 7776 7776 7793 7793 7814 7814 7817 7817 7817 7817 7821;17;0
interactive-discover-2;3;false;22707;false;198;198;198;8116 8121 8193 8556 9988 10019 10226 10576 10712 10812 10896 10973 10994 11216 11312 11379 11663 11756 11846 11951 12016 12091 12220 12367 12437 12491 12538 12587 12638 12690 12702 12792 12901 12964 13024 13079 13150 13188 13329 13430 13571 13642 13678 13694 13723 13789 13900 13971 13995 14052 14117 14178 14242 14299 14340 14442 14516 14695 14744 14786 14819 14830 14925 15014 15055 15105 15212 15396 17066 17092 17251 17339 17424 17494 17514 17578 17640 17688 17735 17749 17777 17799 17819 17839 17857 17863 17873 17882 17889 17894 17895 17899 17902 17902 17903 17903 17904 17904 17904 17905 17905 17905 17905 17905 17906 17906 17985 17985 18084 18084 18148 18148 18362 18363 18424 18424 18495 18495 18609 18687 19004 19045 19137 19156 19364 21700 21751 21827 21883 21947 22011 22092 22167 22184 22233 22273 22313 22345 22352 22376 22397 22417 22435 22447 22451 22457 22465 22470 22474 22475 22476 22477 22478 22480 22480 22480 22481 22481 22481 22481 22482 22482 22482 22482 22482 22482 22482 22482 22483 22483 22483 22483 22782 22826 22830 22908 22919 22924 22933 22935 22952 22977 22978 22981 22984 22985 22987 22988 22989 22990 22990 22990 22990 22990 22991 22991 22991 22992;8116 8121 8193 8556 9988 10019 10226 10576 10712 10812 10896 10973 10994 11216 11312 11379 11663 11756 11846 11951 12016 12091 12220 12367 12437 12491 12538 12587 12638 12690 12702 12792 12901 12964 13024 13079 13150 13188 13329 13430 13571 13642 13678 13694 13723 13789 13900 13971 13995 14052 14117 14178 14242 14299 14340 14442 14516 14695 14744 14786 14819 14830 14925 15014 15055 15105 15212 15396 17066 17092 17251 17339 17424 17494 17514 17578 17640 17688 17735 17749 17777 17799 17819 17839 17857 17863 17873 17882 17889 17894 17895 17899 17902 17902 17903 17903 17904 17904 17904 17905 17905 17905 17905 17905 17906 17906 17985 17985 18084 18084 18148 18148 18362 18363 18424 18424 18495 18495 18609 18687 19004 19045 19137 19156 19364 21700 21751 21827 21883 21947 22011 22092 22167 22184 22233 22273 22313 22345 22352 22376 22397 22417 22435 22447 22451 22457 22465 22470 22474 22475 22476 22477 22478 22480 22480 22480 22481 22481 22481 22481 22482 22482 22482 22482 22482 22482 22482 22482 22483 22483 22483 22483 22782 22826 22830 22908 22919 22924 22933 22935 22952 22977 22978 22981 22984 22985 22987 22988 22989 22990 22990 22990 22990 22990 22991 22991 22991 22992;8116 8121 8193 8556 9988 10019 10226 10576 10712 10812 10896 10973 10994 11216 11312 11379 11663 11756 11846 11951 12016 12091 12220 12367 12437 12491 12538 12587 12638 12690 12702 12792 12901 12964 13024 13079 13150 13188 13329 13430 13571 13642 13678 13694 13723 13789 13900 13971 13995 14052 14117 14178 14242 14299 14340 14442 14516 14695 14744 14786 14819 14830 14925 15014 15055 15105 15212 15396 17066 17092 17251 17339 17424 17494 17514 17578 17640 17688 17735 17749 17777 17799 17819 17839 17857 17863 17873 17882 17889 17894 17895 17899 17902 17902 17903 17903 17904 17904 17904 17905 17905 17905 17905 17905 17906 17906 17985 17985 18084 18084 18148 18148 18362 18363 18424 18424 18495 18495 18609 18687 19004 19045 19137 19156 19364 21700 21751 21827 21883 21947 22011 22092 22167 22184 22233 22273 22313 22345 22352 22376 22397 22417 22435 22447 22451 22457 22465 22470 22474 22475 22476 22477 22478 22480 22480 22480 22481 22481 22481 22481 22482 22482 22482 22482 22482 22482 22482 22482 22483 22483 22483 22483 22782 22826 22830 22908 22919 22924 22933 22935 22952 22977 22978 22981 22984 22985 22987 22988 22989 22990 22990 22990 22990 22990 22991 22991 22991 22992;224;1
interactive-discover-2;4;false;16913;false;98;98;98;9430 10007 10044 10054 10070 10093 10121 10132 10136 10149 10162 10341 10341 10399 10399 10429 10429 10454 10454 10461 10461 10463 10463 10489 10489 10547 10650 10655 10772 10845 10845 10932 10932 11031 11076 11121 11175 11220 11661 11685 11713 11738 11769 11775 11838 11862 11878 11897 11901 11914 11923 11933 11943 11944 11954 11961 11963 11966 11966 11967 11967 11968 11993 12040 12079 12104 12160 12173 12253 12279 12297 12317 12327 12371 12391 12447 12461 15231 15261 15291 15320 15354 15383 15410 15428 15445 15462 15473 15486 15499 15508 15521 15529 15539 15543 15545 15546 21292;9430 10007 10044 10054 10070 10093 10121 10132 10136 10149 10162 10341 10341 10399 10399 10429 10429 10454 10454 10461 10461 10463 10463 10489 10489 10547 10650 10655 10772 10845 10845 10932 10932 11031 11076 11121 11175 11220 11661 11685 11713 11738 11769 11775 11838 11862 11878 11897 11901 11914 11923 11933 11943 11944 11954 11961 11963 11966 11966 11967 11967 11968 11993 12040 12079 12104 12160 12173 12253 12279 12297 12317 12327 12371 12391 12447 12461 15231 15261 15291 15320 15354 15383 15410 15428 15445 15462 15473 15486 15499 15508 15521 15529 15539 15543 15545 15546 21292;9430 10007 10044 10054 10070 10093 10121 10132 10136 10149 10162 10341 10341 10399 10399 10429 10429 10454 10454 10461 10461 10463 10463 10489 10489 10547 10650 10655 10772 10845 10845 10932 10932 11031 11076 11121 11175 11220 11661 11685 11713 11738 11769 11775 11838 11862 11878 11897 11901 11914 11923 11933 11943 11944 11954 11961 11963 11966 11966 11967 11967 11968 11993 12040 12079 12104 12160 12173 12253 12279 12297 12317 12327 12371 12391 12447 12461 15231 15261 15291 15320 15354 15383 15410 15428 15445 15462 15473 15486 15499 15508 15521 15529 15539 15543 15545 15546 21292;123;1
