name;id;results;time;error;timestamps;timestampsMin;timestampsMax;httpRequests;restarts
interactive-discover-1;0;6;21485;false;11460 17553 18025 18273 18302 22032;11460 17553 18025 18273 18302 22032;11460 17553 18025 18273 18302 22032;127;1
interactive-discover-1;1;4;8156;false;6897 8151 8154 8155;6897 8151 8154 8155;6897 8151 8154 8155;19;0
interactive-discover-1;2;1;7551;false;7611;7611;7611;16;0
interactive-discover-1;3;14;19240;false;8989 9057 9085 9147 11149 11191 11566 11686 13828 13913 13913 14001 14001 19612;8989 9057 9085 9147 11149 11191 11566 11686 13828 13913 13913 14001 14001 19612;8989 9057 9085 9147 11149 11191 11566 11686 13828 13913 13913 14001 14001 19612;223;1
interactive-discover-1;4;8;21789;false;15873 15918 15943 15964 17331 17676 18187 21788;15873 15918 15943 15964 17331 17676 18187 21788;15873 15918 15943 15964 17331 17676 18187 21788;122;1
interactive-discover-2;0;66;26884;false;18627 23046 23625 23996 24022 26452 26484 26735 26881 26932 26984 27027 27039 27082 27132 27165 27203 27244 27291 27337 27349 27460 27460 27533 27533 27621 27621 27684 27684 27735 27735 27880 27881 28040 28380 28416 28460 28542 28572 28691 28710 28714 28729 28742 28750 28752 28753 28755 28756 28756 28757 28758 28758 28759 28759 28759 28759 28760 28760 28760 28761 28761 28761 28761 28761 28762;18627 23046 23625 23996 24022 26452 26484 26735 26881 26932 26984 27027 27039 27082 27132 27165 27203 27244 27291 27337 27349 27460 27460 27533 27533 27621 27621 27684 27684 27735 27735 27880 27881 28040 28380 28416 28460 28542 28572 28691 28710 28714 28729 28742 28750 28752 28753 28755 28756 28756 28757 28758 28758 28759 28759 28759 28759 28760 28760 28760 28761 28761 28761 28761 28761 28762;18627 23046 23625 23996 24022 26452 26484 26735 26881 26932 26984 27027 27039 27082 27132 27165 27203 27244 27291 27337 27349 27460 27460 27533 27533 27621 27621 27684 27684 27735 27735 27880 27881 28040 28380 28416 28460 28542 28572 28691 28710 28714 28729 28742 28750 28752 28753 28755 28756 28756 28757 28758 28758 28759 28759 28759 28759 28760 28760 28760 28761 28761 28761 28761 28761 28762;128;1
interactive-discover-2;1;46;8284;false;8136 8139 8142 8167 8180 8187 8208 8208 8222 8222 8234 8234 8244 8244 8249 8249 8253 8253 8255 8255 8258 8258 8260 8260 8262 8262 8264 8264 8266 8266 8269 8269 8271 8272 8273 8273 8273 8274 8274 8274 8275 8275 8276 8276 8277 8278;8136 8139 8142 8167 8180 8187 8208 8208 8222 8222 8234 8234 8244 8244 8249 8249 8253 8253 8255 8255 8258 8258 8260 8260 8262 8262 8264 8264 8266 8266 8269 8269 8271 8272 8273 8273 8273 8274 8274 8274 8275 8275 8276 8276 8277 8278;8136 8139 8142 8167 8180 8187 8208 8208 8222 8222 8234 8234 8244 8244 8249 8249 8253 8253 8255 8255 8258 8258 8260 8260 8262 8262 8264 8264 8266 8266 8269 8269 8271 8272 8273 8273 8273 8274 8274 8274 8275 8275 8276 8276 8277 8278;20;0
interactive-discover-2;2;32;7997;false;7967 7967 7969 7970 7972 7972 7975 7975 7977 7977 7980 7980 7986 7986 7990 7991 7992 7992 7994 7994 7994 7994 7995 7995 7995 7995 7995 7995 7996 7996 7996 7996;7967 7967 7969 7970 7972 7972 7975 7975 7977 7977 7980 7980 7986 7986 7990 7991 7992 7992 7994 7994 7994 7994 7995 7995 7995 7995 7995 7995 7996 7996 7996 7996;7967 7967 7969 7970 7972 7972 7975 7975 7977 7977 7980 7980 7986 7986 7990 7991 7992 7992 7994 7994 7994 7994 7995 7995 7995 7995 7995 7995 7996 7996 7996 7996;17;0
interactive-discover-2;3;198;24224;false;10821 10895 10969 10992 11065 11228 11333 11398 11471 13925 14173 14262 14271 14341 14363 14442 14562 14811 14824 15275 15454 15508 15558 15638 15652 15757 15817 15865 15921 15998 16156 16450 16517 16539 16587 16673 16750 16804 16858 16898 16911 16952 16991 17063 17157 17210 17271 17295 17350 17410 17495 17551 17615 17874 17935 20149 20253 20322 20382 20405 20604 20831 20992 21176 21176 21293 21294 21372 21514 21538 21615 21671 21720 21763 21823 21949 21949 22232 22232 22363 22363 22437 22437 22587 22587 22660 22660 22781 22781 22937 22937 23160 23189 23248 23337 23379 23397 23427 23452 23472 23504 23545 23545 23605 23605 23653 23653 23712 23712 23800 23800 23826 23826 23864 23864 23934 23934 23949 23949 23976 23976 24002 24002 24010 24010 24017 24017 24021 24043 24055 24060 24070 24096 24128 24136 24140 24143 24146 24152 24152 24158 24163 24166 24167 24169 24170 24172 24173 24174 24175 24177 24178 24178 24179 24179 24182 24186 24186 24187 24190 24190 24194 24198 24199 24199 24200 24201 24202 24202 24226 24226 24275 24275 24286 24286 24316 24316 24369 24369 24382 24382 24388 24388 24409 24409 24412 24412 24414 24414 24414 24415 24415 24415 24417 24417 24417 24418 24419;10821 10895 10969 10992 11065 11228 11333 11398 11471 13925 14173 14262 14271 14341 14363 14442 14562 14811 14824 15275 15454 15508 15558 15638 15652 15757 15817 15865 15921 15998 16156 16450 16517 16539 16587 16673 16750 16804 16858 16898 16911 16952 16991 17063 17157 17210 17271 17295 17350 17410 17495 17551 17615 17874 17935 20149 20253 20322 20382 20405 20604 20831 20992 21176 21176 21293 21294 21372 21514 21538 21615 21671 21720 21763 21823 21949 21949 22232 22232 22363 22363 22437 22437 22587 22587 22660 22660 22781 22781 22937 22937 23160 23189 23248 23337 23379 23397 23427 23452 23472 23504 23545 23545 23605 23605 23653 23653 23712 23712 23800 23800 23826 23826 23864 23864 23934 23934 23949 23949 23976 23976 24002 24002 24010 24010 24017 24017 24021 24043 24055 24060 24070 24096 24128 24136 24140 24143 24146 24152 24152 24158 24163 24166 24167 24169 24170 24172 24173 24174 24175 24177 24178 24178 24179 24179 24182 24186 24186 24187 24190 24190 24194 24198 24199 24199 24200 24201 24202 24202 24226 24226 24275 24275 24286 24286 24316 24316 24369 24369 24382 24382 24388 24388 24409 24409 24412 24412 24414 24414 24414 24415 24415 24415 24417 24417 24417 24418 24419;10821 10895 10969 10992 11065 11228 11333 11398 11471 13925 14173 14262 14271 14341 14363 14442 14562 14811 14824 15275 15454 15508 15558 15638 15652 15757 15817 15865 15921 15998 16156 16450 16517 16539 16587 16673 16750 16804 16858 16898 16911 16952 16991 17063 17157 17210 17271 17295 17350 17410 17495 17551 17615 17874 17935 20149 20253 20322 20382 20405 20604 20831 20992 21176 21176 21293 21294 21372 21514 21538 21615 21671 21720 21763 21823 21949 21949 22232 22232 22363 22363 22437 22437 22587 22587 22660 22660 22781 22781 22937 22937 23160 23189 23248 23337 23379 23397 23427 23452 23472 23504 23545 23545 23605 23605 23653 23653 23712 23712 23800 23800 23826 23826 23864 23864 23934 23934 23949 23949 23976 23976 24002 24002 24010 24010 24017 24017 24021 24043 24055 24060 24070 24096 24128 24136 24140 24143 24146 24152 24152 24158 24163 24166 24167 24169 24170 24172 24173 24174 24175 24177 24178 24178 24179 24179 24182 24186 24186 24187 24190 24190 24194 24198 24199 24199 24200 24201 24202 24202 24226 24226 24275 24275 24286 24286 24316 24316 24369 24369 24382 24382 24388 24388 24409 24409 24412 24412 24414 24414 24414 24415 24415 24415 24417 24417 24417 24418 24419;224;1
interactive-discover-2;4;98;24783;false;17414 17442 17472 17500 19152 19590 20080 22593 22619 22652 22678 22705 22712 22740 22773 22896 22909 22937 22960 22994 23025 23032 23053 23088 23255 23275 23311 23318 23365 23392 23432 23450 23471 23604 23627 23653 23712 23734 23794 23878 23908 23942 23967 24164 24188 24194 24241 24305 24328 24359 24394 24409 24428 24546 24577 24610 24619 24654 24706 24773 24789 24813 24819 24865 24929 24958 24986 25008 25141 25155 25161 25163 25267 25268 25268 25269 25270 25270 25271 25271 25271 25272 25272 25272 25272 25273 25273 25273 25273 25274 25274 25274 25274 25274 25275 25275 25275 25276;17414 17442 17472 17500 19152 19590 20080 22593 22619 22652 22678 22705 22712 22740 22773 22896 22909 22937 22960 22994 23025 23032 23053 23088 23255 23275 23311 23318 23365 23392 23432 23450 23471 23604 23627 23653 23712 23734 23794 23878 23908 23942 23967 24164 24188 24194 24241 24305 24328 24359 24394 24409 24428 24546 24577 24610 24619 24654 24706 24773 24789 24813 24819 24865 24929 24958 24986 25008 25141 25155 25161 25163 25267 25268 25268 25269 25270 25270 25271 25271 25271 25272 25272 25272 25272 25273 25273 25273 25273 25274 25274 25274 25274 25274 25275 25275 25275 25276;17414 17442 17472 17500 19152 19590 20080 22593 22619 22652 22678 22705 22712 22740 22773 22896 22909 22937 22960 22994 23025 23032 23053 23088 23255 23275 23311 23318 23365 23392 23432 23450 23471 23604 23627 23653 23712 23734 23794 23878 23908 23942 23967 24164 24188 24194 24241 24305 24328 24359 24394 24409 24428 24546 24577 24610 24619 24654 24706 24773 24789 24813 24819 24865 24929 24958 24986 25008 25141 25155 25161 25163 25267 25268 25268 25269 25270 25270 25271 25271 25271 25272 25272 25272 25272 25273 25273 25273 25273 25274 25274 25274 25274 25274 25275 25275 25275 25276;123;1
